Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Estudios Sociales y Gestión Local - ENES Morelia,"ENES Unidad Morelia, Michoacán",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 94. La asignación total de lugares para esta carrera fue de 56, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 61% del alumnado de primer ingreso son mujeres y 39% hombres.",ENES Unidad Morelia: 55,ENES Unidad Morelia: 7.56,Información no disponible,Haber cursado el Área de las Ciencias Sociales. Interés por los problemas sociales locales y la gestión comunitaria. Vocación de servicio y capacidad de trabajo con comunidades.,El licenciado en Estudios Sociales y Gestión Local analiza la realidad social de comunidades y territorios específicos para diseñar e implementar proyectos de desarrollo local con participación ciudadana.,"estudios sociales, gestión local, desarrollo comunitario, participación ciudadana, políticas locales, trabajo comunitario, desarrollo regional","19,649","-101,225",
Etnomusicología - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 103. La asignación total de lugares para esta carrera fue de 42, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 33% del alumnado de primer ingreso son mujeres y 67% hombres.",Facultad de Música: 65,Facultad de Música: 8.00,Asignación total de 42 lugares,"Haber cursado el Área de las Humanidades y Artes. Conocimientos musicales básicos. Interés por la antropología, la cultura y las tradiciones musicales de los pueblos. Capacidad de investigación de campo.","El etnomusicólogo estudia la música en su contexto cultural, analizando las expresiones musicales de diferentes grupos humanos para comprender su significado social, histórico y antropológico.","etnomusicología, música, antropología, cultura, tradiciones musicales, folklore, investigación musical, diversidad cultural","19,3322","-99,187",
Farmacia - Facultad de Química,"Facultad de Química, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,218. La asignación total de lugares para esta carrera fue de 156, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 64% del alumnado de primer ingreso son mujeres y 36% hombres.",Facultad de Química: 95,Facultad de Química: 8.68,Asignación total de 156 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en química, biología y matemáticas. Interés por los medicamentos, su desarrollo, producción y uso racional.","El Farmacéutico es el profesional que investiga, desarrolla, produce, controla y dispensa medicamentos, asegurando su calidad, seguridad y eficacia para la prevención y tratamiento de enfermedades.","farmacia, medicamentos, fármacos, química farmacéutica, farmacología, biofarmacia, farmacia clínica, industria farmacéutica","19,3308","-99,1889",
Filosofía - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 676. La asignación total de lugares para esta carrera fue de 184, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 42% del alumnado de primer ingreso son mujeres y 58% hombres.",Facultad de Filosofía y Letras: 72,Facultad de Filosofía y Letras: 7.80,Asignación total de 184 lugares,"Haber cursado el Área de las Humanidades y Artes. Gusto por la lectura, el pensamiento abstracto y la reflexión crítica. Capacidad de análisis, argumentación y cuestionamiento.","El filósofo estudia los problemas fundamentales de la existencia, el conocimiento, la verdad, la moral y la sociedad, desarrollando un pensamiento crítico y reflexivo aplicable a diversos campos del saber.","filosofía, pensamiento crítico, ética, lógica, epistemología, ontología, estética, historia de la filosofía","19,3349","-99,1879",
Física - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,003. La asignación total de lugares para esta carrera fue de 228, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 33% del alumnado de primer ingreso son mujeres y 67% hombres.",Facultad de Ciencias: 97,Facultad de Ciencias: 8.70,Asignación total de 228 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas y física. Gusto por la ciencia, la investigación y la comprensión de los fenómenos naturales. Capacidad de abstracción.","El físico estudia las leyes fundamentales que rigen el universo, desde las partículas subatómicas hasta los fenómenos cósmicos, mediante la observación, experimentación y formulación de teorías.","física, ciencias físicas, mecánica, electromagnetismo, termodinámica, óptica, física cuántica, relatividad","19,3243","-99,1796",
Física Biomédica - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 737. La asignación total de lugares para esta carrera fue de 84, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",Facultad de Ciencias: 96,Facultad de Ciencias: 8.79,Asignación total de 84 lugares,Haber cursado el Área de las Ciencias Físico-Matemáticas o Biológicas y de la Salud. Interés por la física aplicada a la medicina y la biología. Gusto por la tecnología médica y la investigación interdisciplinaria.,"El físico biomédico aplica los principios y métodos de la física para resolver problemas médicos y biológicos, desarrollando tecnología para el diagnóstico, tratamiento e investigación en salud.","física médica, física biomédica, instrumentación médica, imagenología, radioterapia, biofísica, tecnología médica","19,3243","-99,1796",
Fisioterapia - Facultad de Medicina,"Facultad de Medicina, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 3,215. La asignación total de lugares para esta carrera fue de 201, por lo que de cada 16 estudiantes que demandaron la carrera, ingresó 1. El 61% del alumnado de primer ingreso son mujeres y 39% hombres.",Facultad de Medicina: 101,Facultad de Medicina: 9.13,Asignación total de 201 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Interés por la rehabilitación física y el movimiento humano. Vocación de servicio, empatía y capacidad de comunicación.","El fisioterapeuta es el profesional que previene, evalúa y trata las alteraciones del movimiento humano mediante agentes físicos y ejercicios terapéuticos para restaurar la función y mejorar la calidad de vida.","fisioterapia, rehabilitación, terapia física, movimiento humano, ejercicio terapéutico, kinesiología, lesiones deportivas","19,3242","-99,1817",
Geociencias - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 129. La asignación total de lugares para esta carrera fue de 50, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 50% del alumnado de primer ingreso son mujeres y 50% hombres.",ENES Unidad Juriquilla: 65,ENES Unidad Juriquilla: 7.50,Información no disponible,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por el estudio de la Tierra, sus procesos geológicos y recursos naturales. Gusto por el trabajo de campo.","El geocientífico estudia la composición, estructura y evolución de la Tierra, así como los procesos que la modelan, para la exploración de recursos, prevención de riesgos y gestión ambiental.","geociencias, geología, ciencias de la tierra, recursos minerales, riesgos geológicos, exploración geofísica, medio ambiente","20,7033","-100,4487",
Geografía - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 573. La asignación total de lugares para esta carrera fue de 180, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 48% del alumnado de primer ingreso son mujeres y 52% hombres.",Facultad de Filosofía y Letras: 66,Facultad de Filosofía y Letras: 7.55,Asignación total de 180 lugares,"Haber cursado el Área de las Ciencias Sociales o Físico-Matemáticas. Interés por el territorio, el espacio geográfico y la relación sociedad-naturaleza. Gusto por la cartografía y el trabajo de campo.","El geógrafo analiza la organización del espacio geográfico, estudiando la interacción entre los elementos naturales y sociales para comprender los problemas territoriales y proponer soluciones de ordenamiento.","geografía, espacio geográfico, territorio, cartografía, geografía física, geografía humana, ordenamiento territorial","19,3349","-99,1879",
Geografía Aplicada - ENES Morelia,"ENES Unidad Morelia, Michoacán",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 142. La asignación total de lugares para esta carrera fue de 59, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 36% del alumnado de primer ingreso son mujeres y 64% hombres.",ENES Unidad Morelia: 50,ENES Unidad Morelia: 7.30,Información no disponible,Haber cursado el Área de las Ciencias Sociales o Físico-Matemáticas. Interés por la aplicación del conocimiento geográfico en la solución de problemas territoriales y ambientales. Manejo de tecnologías geoespaciales.,"El licenciado en Geografía Aplicada utiliza herramientas y métodos geográficos para analizar y resolver problemas concretos del territorio, como la planeación urbana, gestión de riesgos y manejo de recursos.","geografía aplicada, SIG, percepción remota, planeación territorial, gestión ambiental, análisis espacial, cartografía digital","19,649","-101,225",
Geohistoria - ENES Morelia,"ENES Unidad Morelia, Michoacán",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 156. La asignación total de lugares para esta carrera fue de 59, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 42% del alumnado de primer ingreso son mujeres y 58% hombres.",ENES Unidad Morelia: 51,ENES Unidad Morelia: 7.40,Información no disponible,"Haber cursado el Área de las Ciencias Sociales o Humanidades. Interés por la historia, la geografía y la relación entre el espacio y los procesos históricos. Gusto por la investigación documental y de campo.","El geohistoriador estudia la relación entre el espacio geográfico y los procesos históricos, analizando cómo el territorio influye en el desarrollo de las sociedades y cómo éstas transforman su entorno.","geohistoria, historia, geografía, territorio, espacio histórico, paisaje cultural, historia regional","19,649","-101,225",
Historia - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,504. La asignación total de lugares para esta carrera fue de 428, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 47% del alumnado de primer ingreso son mujeres y 53% hombres.",Facultad de Filosofía y Letras: 70,Facultad de Filosofía y Letras: 7.82,Asignación total de 428 lugares (conjunto con FES Acatlán),"Haber cursado el Área de las Humanidades y Artes o Ciencias Sociales. Gusto por la lectura, la investigación documental y el análisis del pasado. Capacidad crítica y de interpretación.","El historiador investiga, analiza e interpreta los procesos históricos de las sociedades para comprender el pasado, explicar el presente y contribuir a la construcción del futuro.","historia, historiografía, investigación histórica, historia de México, historia universal, archivos históricos, patrimonio cultural","19,3349","-99,1879",
